input_text,target_text
<sambas> tammak,<id> rakus
<id> kali,<sambas> kalu
<sambas> kalu,<id> kali
<id> ketahui,<sambas> ketahue'
<sambas> ketahue',<id> ketahui
<id> ketahui,<sambas> ketahuek
<sambas> ketahuek,<id> ketahui
<id> naga,<sambas> nage
<sambas> nage,<id> naga
<id> berongga,<sambas> geronggang
<sambas> geronggang,<id> berongga
<id> berhasil,<sambas> berasel
<sambas> berasel,<id> berhasil
<id> kehilangan arah,<sambas> keilangan arah
<sambas> keilangan arah,<id> kehilangan arah
<id> bendera,<sambas> pendere
<sambas> pendere,<id> bendera
<id> harganya,<sambas> hargenye
<sambas> hargenye,<id> harganya
<id> cobalah,<sambas> cobelah
<sambas> cobelah,<id> cobalah
<id> tidak ada yang keluar sebagai pemenang,<sambas> sian yang keluar jadi pemanang
<sambas> sian yang keluar jadi pemanang,<id> tidak ada yang keluar sebagai pemenang
<id> anak nomor dua,<sambas> anak nomor duak
<sambas> anak nomor duak,<id> anak nomor dua
<id> nama saya,<sambas> nameku
<sambas> nameku,<id> nama saya
<id> nama saya,<sambas> name saye
<sambas> name saye,<id> nama saya
<id> belut,<sambas> lindong
<sambas> lindong,<id> belut
<id> menyepak,<sambas> nyepak
<sambas> nyepak,<id> menyepak
<id> kini,<sambas> kinni
<sambas> kinni,<id> kini
<id> kuat kerja,<sambas> gancang
<sambas> gancang,<id> kuat kerja
<id> kuat kerja,<sambas> kuat keraje
<sambas> kuat keraje,<id> kuat kerja
<id> kira,<sambas> kire
<sambas> kire,<id> kira
<id> kukira kamu lapar,<sambas> kireku kau lapar
<sambas> kireku kau lapar,<id> kukira kamu lapar
<id> kukira kamu lapar,<sambas> kukire kau lapar
<sambas> kukire kau lapar,<id> kukira kamu lapar
<id> kira,<sambas> dugge
<sambas> dugge,<id> kira
<id> tersandung,<sambas> tedanggol
<sambas> tedanggol,<id> tersandung
<id> tersandung,<sambas> tesandong
<sambas> tesandong,<id> tersandung
<id> tergeletak,<sambas> tigeletak
<sambas> tigeletak,<id> tergeletak
<id> mengkerut,<sambas> bekarrut
<sambas> bekarrut,<id> mengkerut
<id> berhenti merokok,<sambas> taem merokok
<sambas> taem merokok,<id> berhenti merokok
<id> nasi yang kurang matang,<sambas> nummak
<sambas> nummak,<id> nasi yang kurang matang
<id> pergi entah kemana,<sambas> pagi intah kemane
<sambas> pagi intah kemane,<id> pergi entah kemana
<id> pantesan,<sambas> patut
<sambas> patut,<id> pantesan
<id> pantes saja,<sambas> patutlah
<sambas> patutlah,<id> pantes saja
<id> punya,<sambas> no'k
<sambas> no'k,<id> punya
<id> pijat,<sambas> urrut
<sambas> urrut,<id> pijat
<id> mengetuk kepala,<sambas> nukko' kepalak
<sambas> nukko' kepalak,<id> mengetuk kepala
<id> musim tanam padi,<sambas> musem nanam padi
<sambas> musem nanam padi,<id> musim tanam padi
<id> iyelah,<sambas> aoklah
<sambas> aoklah,<id> iyelah
<id> anjing,<sambas> aso'
<sambas> aso',<id> anjing
<id> menabrak,<sambas> melanggar
<sambas> melanggar,<id> menabrak
<id> melakukan sesuatu,<sambas> bekerenah
<sambas> bekerenah,<id> melakukan sesuatu
<id> melakukan sesuatu,<sambas> ngerajekan sesuatu
<sambas> ngerajekan sesuatu,<id> melakukan sesuatu
<id> sudah datang,<sambas> udah datang
<sambas> udah datang,<id> sudah datang
<id> gelap,<sambas> galap
<sambas> galap,<id> gelap
<id> kuat-kuat,<sambas> ngancang
<sambas> ngancang,<id> kuat-kuat
<id> pukul,<sambas> tagum
<sambas> tagum,<id> pukul
<id> burung tekukur,<sambas> tekukor
<sambas> tekukor,<id> burung tekukur
<id> kota,<sambas> kote
<sambas> kote,<id> kota
<id> ruang depan,<sambas> serambek
<sambas> serambek,<id> ruang depan
<id> ruang depan,<sambas> serambe'
<sambas> serambe',<id> ruang depan
<id> ruang tamu,<sambas> serambe'
<sambas> serambe',<id> ruang tamu
<id> bertengkar,<sambas> becakkak
<sambas> becakkak,<id> bertengkar
<id> bertengkar,<sambas> betangkar
<sambas> betangkar,<id> bertengkar
<id> terbangun,<sambas> tebangun
<sambas> tebangun,<id> terbangun
<id> pakaian dalam,<sambas> cawat
<sambas> cawat,<id> pakaian dalam
<id> minyak,<sambas> binyak
<sambas> binyak,<id> minyak
<id> kerasukan,<sambas> kemasokkan
<sambas> kemasokkan,<id> kerasukan
<id> kolot,<sambas> sapok
<sambas> sapok,<id> kolot
<id> terserah saya,<sambas> kaktiku
<sambas> kaktiku,<id> terserah saya
<id> penyengat,<sambas> penyangat
<sambas> penyangat,<id> penyengat
<id> hina,<sambas> hinne
<sambas> hinne,<id> hina
<id> bekas pukulan,<sambas> belintan
<sambas> belintan,<id> bekas pukulan
<id> colok,<sambas> cuccok
<sambas> cuccok,<id> colok
<id> korek api,<sambas> maces
<sambas> maces,<id> korek api
<id> nyenyak,<sambas> nyanyak
<sambas> nyanyak,<id> nyenyak
<id> dahulu kala,<sambas> gek mare'
<sambas> gek mare',<id> dahulu kala
<id> abang saya tidak akan seperti itu kalau tidak ada orang yang merusak kebahagiaan nya saya tau jelas sifat dan sikap abang saya dia tidak akan diam jika ada orang yang merusak atau menghancurkan kebahagiaan nya,<sambas> abangku daan mungkin macam iye mun sian urang yang merusak kebahagiaan nye aku tau inyan sifat dan sikap abangku due daan mungkin diam mun ade urang yang merusak atau ngancorkan kebahagiaanye
<sambas> abangku daan mungkin macam iye mun sian urang yang merusak kebahagiaan nye aku tau inyan sifat dan sikap abangku due daan mungkin diam mun ade urang yang merusak atau ngancorkan kebahagiaanye,<id> abang saya tidak akan seperti itu kalau tidak ada orang yang merusak kebahagiaan nya saya tau jelas sifat dan sikap abang saya dia tidak akan diam jika ada orang yang merusak atau menghancurkan kebahagiaan nya
<id> abangla yang tanya,<sambas> abanglah yang tanyak
<sambas> abanglah yang tanyak,<id> abangla yang tanya
<id> abangla yang tanyain,<sambas> abanglah yang tanyakkan
<sambas> abanglah yang tanyakkan,<id> abangla yang tanyain
<id> Ada kah cinta yang tak pernah berakhir,<sambas> ade ke cinte yang dak suah berakher
<sambas> ade ke cinte yang dak suah berakher,<id> Ada kah cinta yang tak pernah berakhir
<id> ada tak,<sambas> ade ke sian
<sambas> ade ke sian,<id> ada tak
<id> aduh gak jelas,<sambas> addoi daan jelas
<sambas> addoi daan jelas,<id> aduh gak jelas
<id> aduh kasian,<sambas> addoi kasian
<sambas> addoi kasian,<id> aduh kasian
<id> agak kering rasanya,<sambas> agak karring rasenye
<sambas> agak karring rasenye,<id> agak kering rasanya
<id> agak sedikit asam,<sambas> agak masam sikit
<sambas> agak masam sikit,<id> agak sedikit asam
<id> air mata akan berbicara saat mulut tak mampu lagi menjelaskan,<sambas> aek mate yang akan ngomong pas mulut daan rabbah agek nak menjelaskan
<sambas> aek mate yang akan ngomong pas mulut daan rabbah agek nak menjelaskan,<id> air mata akan berbicara saat mulut tak mampu lagi menjelaskan
<id> ajarin dong,<sambas> ajarek lah
<sambas> ajarek lah,<id> ajarin dong
<id> akan aku jemput d tempat biasa,<sambas> kalak ku singgahek di tampat biase
<sambas> kalak ku singgahek di tampat biase,<id> akan aku jemput d tempat biasa
<id> akhirnya saya sampai pada titik dimana saat melihatmu menjadi biasa saja dan mengingatmu tidak lagi luka,<sambas> akhirnye aku sampai pade titik dimane pas meliatmu udah jadi biase ajak dan mengingatmu daan agek lukak
<sambas> akhirnye aku sampai pade titik dimane pas meliatmu udah jadi biase ajak dan mengingatmu daan agek lukak,<id> akhirnya saya sampai pada titik dimana saat melihatmu menjadi biasa saja dan mengingatmu tidak lagi luka
<id> aku ada mendengar kabar bahwa dia sudah cerai,<sambas> aku ade nangar kabar bahwe die udah carrai
<sambas> aku ade nangar kabar bahwe die udah carrai,<id> aku ada mendengar kabar bahwa dia sudah cerai
<id> aku cuman mau  minta  maaf karna besok mau raya,<sambas> saye cuman nak mintak maaf karne issok udah raye
<sambas> saye cuman nak mintak maaf karne issok udah raye,<id> aku cuman mau  minta  maaf karna besok mau raya
<id> aku harap kamu tidak akan pernah meninggalkan aku untuk sekian kali nya,<sambas> aku arap kau dak bakalan ninggalkan aku untuk ke sekian kali nye
<sambas> aku arap kau dak bakalan ninggalkan aku untuk ke sekian kali nye,<id> aku harap kamu tidak akan pernah meninggalkan aku untuk sekian kali nya
<id> aku ingin kamu ada disini,<sambas> aku nak kau ade disitok
<sambas> aku nak kau ade disitok,<id> aku ingin kamu ada disini
<id> aku ingin kepasar,<sambas> aku nak kepasar
<sambas> aku nak kepasar,<id> aku ingin kepasar
<id> aku ingin pasar,<sambas> aku nak pasar
<sambas> aku nak pasar,<id> aku ingin pasar
<id> aku lapar,<sambas> aku lapar
<sambas> aku lapar,<id> aku lapar
<id> aku mencintai mu,<sambas> aku cinte kau
<sambas> aku cinte kau,<id> aku mencintai mu
<id> aku orang natuna kalaw kamu orang mana,"<sambas> aku urang natuna, kau urang mane"
"<sambas> aku urang natuna, kau urang mane",<id> aku orang natuna kalaw kamu orang mana
<id> Aku sakit kepala,<sambas> aku sakit kepalak
<sambas> aku sakit kepalak,<id> Aku sakit kepala
<id> aku sekarang lagi ada di luar kota,<sambas> itok aku agek diluar kota'
<sambas> itok aku agek diluar kota',<id> aku sekarang lagi ada di luar kota
<id> aku tanpa kamu,<sambas> aku tanpe kau
<sambas> aku tanpe kau,<id> aku tanpa kamu
<id> aku tidak mengerti,<sambas> aku daan ngerati
<sambas> aku daan ngerati,<id> aku tidak mengerti
<id> aku tunggu sampai tidur,<sambas> aku tunggu sampai tidok
<sambas> aku tunggu sampai tidok,<id> aku tunggu sampai tidur
<id> negara,<sambas> negare
<sambas> negare,<id> negara
<id> manusia,<sambas> manusie
<sambas> manusie,<id> manusia
<id> senter,<sambas> cuar
<sambas> cuar,<id> senter
<id> senter,<sambas> sentar
<sambas> sentar,<id> senter
<id> harapan,<sambas> arapan
<sambas> arapan,<id> harapan
<id> jumlah,<sambas> total
<sambas> total,<id> jumlah
<id> memaksakan diri,<sambas> nguatek
<sambas> nguatek,<id> memaksakan diri
<id> memaksakan diri,<sambas> maksekan direk
<sambas> maksekan direk,<id> memaksakan diri
<id> bodoh,<sambas> saddol
<sambas> saddol,<id> bodoh
<id> tergenang,<sambas> tigannang
<sambas> tigannang,<id> tergenang
<id> tepung kanji,<sambas> kanji
<sambas> kanji,<id> tepung kanji
<id> mencari sampai dapat,<sambas> nyarek sampai dapat
<sambas> nyarek sampai dapat,<id> mencari sampai dapat
<id> deras,<sambas> darras
<sambas> darras,<id> deras
<id> mendung,<sambas> mandong
<sambas> mandong,<id> mendung
<id> bupet,<sambas> bopet
<sambas> bopet,<id> bupet
<id> sembelit,<sambas> kebabballan
<sambas> kebabballan,<id> sembelit
<id> tergesa-gesa,<sambas> ka'keradak
<sambas> ka'keradak,<id> tergesa-gesa
<id> tergesa-gesa,<sambas> ta'keradak
<sambas> ta'keradak,<id> tergesa-gesa
<id> tergesa-gesa,<sambas> kakeradak
<sambas> kakeradak,<id> tergesa-gesa
<id> tergesa-gesa,<sambas> tak keradak
<sambas> tak keradak,<id> tergesa-gesa
<id> bilang,<sambas> padahkan
<sambas> padahkan,<id> bilang
<id> tenang,<sambas> tanang
<sambas> tanang,<id> tenang
<id> tidak berani karena merasa tidak mampu,<sambas> daan berane karne merase daan mampu
<sambas> daan berane karne merase daan mampu,<id> tidak berani karena merasa tidak mampu
<id> gambas,<sambas> lappang
<sambas> lappang,<id> gambas
<id> menanam,<sambas> nanam
<sambas> nanam,<id> menanam
<id> 4 hari setelah besok,<sambas> 4 ari lakak isok
<sambas> 4 ari lakak isok,<id> 4 hari setelah besok
<id> namun,<sambas> tapi
<sambas> tapi,<id> namun
<id> kental,<sambas> kantal
<sambas> kantal,<id> kental
<id> nomor,<sambas> nomor
<sambas> nomor,<id> nomor
<id> mana nomor hpmu,<sambas> mane nomor hpmu
<sambas> mane nomor hpmu,<id> mana nomor hpmu
<id> togel,<sambas> nomor
<sambas> nomor,<id> togel
<id> aku beli togel di pasar pagi,<sambas> aku mali nomor dipasar pagi
<sambas> aku mali nomor dipasar pagi,<id> aku beli togel di pasar pagi
<id> bermain,<sambas> ncaan
<sambas> ncaan,<id> bermain
<id> mempunyai,<sambas> ade naroh
<sambas> ade naroh,<id> mempunyai
<id> mempunyai,<sambas> ade nyimpan
<sambas> ade nyimpan,<id> mempunyai
<id> okelah,<sambas> aokbe
<sambas> aokbe,<id> okelah
<id> okelah,<sambas> aokwe
<sambas> aokwe,<id> okelah
<id> okelah,<sambas> aoklah
<sambas> aoklah,<id> okelah
<id> menoreh,<sambas> nurreh
<sambas> nurreh,<id> menoreh
<id> nama ikan laut,<sambas> gambong
<sambas> gambong,<id> nama ikan laut
<id> keponakan,<sambas> anak buah
<sambas> anak buah,<id> keponakan
<id> cocok,<sambas> nyarrap
<sambas> nyarrap,<id> cocok
<id> durhaka,<sambas> durhake
<sambas> durhake,<id> durhaka
<id> memindahkan,<sambas> ngalehkan
<sambas> ngalehkan,<id> memindahkan
<id> luka,<sambas> lukak
<sambas> lukak,<id> luka
<id> bagian,<sambas> cabang
<sambas> cabang,<id> bagian
<id> anu,<sambas> anok
<sambas> anok,<id> anu
<id> belok,<sambas> melok
<sambas> melok,<id> belok
<id> menemani orang berbicara,<sambas> berelon
<sambas> berelon,<id> menemani orang berbicara
<id> menemani orang berbicara,<sambas> ngawankan urang ngomong
<sambas> ngawankan urang ngomong,<id> menemani orang berbicara
<id> jerit,<sambas> kejarrik
<sambas> kejarrik,<id> jerit
<id> jalan-jalan,<sambas> janjang
<sambas> janjang,<id> jalan-jalan
<id> makan sirih,<sambas> nyirreh
<sambas> nyirreh,<id> makan sirih
<id> makan sirih,<sambas> makan sireh
<sambas> makan sireh,<id> makan sirih
<id> merepotkan,<sambas> nyusahek
<sambas> nyusahek,<id> merepotkan
<id> memakan makanan sisa,<sambas> gutti'
<sambas> gutti',<id> memakan makanan sisa
<id> tusuk,<sambas> cuccok
<sambas> cuccok,<id> tusuk
<id> muntah,<sambas> muntah
<sambas> muntah,<id> muntah
<id> tertawa,<sambas> betawak
<sambas> betawak,<id> tertawa
<id> hujan rintik,<sambas> rintik
<sambas> rintik,<id> hujan rintik
<id> gerimis,<sambas> rintik
<sambas> rintik,<id> gerimis
<id> geleng,<sambas> ngelek
<sambas> ngelek,<id> geleng
<id> mau,<sambas> nak
<sambas> nak,<id> mau
<id> mengapung,<sambas> timbol
<sambas> timbol,<id> mengapung
<id> mengapung,<sambas> ngapong
<sambas> ngapong,<id> mengapung
<id> tempat pencucian pakaian,<sambas> tampat nyuci pakaian
<sambas> tampat nyuci pakaian,<id> tempat pencucian pakaian
<id> bau pesing,<sambas> lassing
<sambas> lassing,<id> bau pesing
<id> goblok,<sambas> bodo
<sambas> bodo,<id> goblok
<id> mirip,<sambas> macam nak
<sambas> macam nak,<id> mirip
<id> kerap,<sambas> karrap
<sambas> karrap,<id> kerap
<id> kerap,<sambas> karapan
<sambas> karapan,<id> kerap
<id> walimahan,<sambas> acare nikahan
<sambas> acare nikahan,<id> walimahan
<id> pilih,<sambas> pileh
<sambas> pileh,<id> pilih
<id> bergemuruh,<sambas> ngelantar
<sambas> ngelantar,<id> bergemuruh
<id> barusan,<sambas> barro' nak
<sambas> barro' nak,<id> barusan
<id> terperosok,<sambas> tiperosok
<sambas> tiperosok,<id> terperosok
<id> celana pendek,<sambas> kattok
<sambas> kattok,<id> celana pendek
<id> gemetar,<sambas> begagar
<sambas> begagar,<id> gemetar
<id> bicara terus,<sambas> ngomong tolen
<sambas> ngomong tolen,<id> bicara terus
<id> ksaku,<sambas> kocekan
<sambas> kocekan,<id> ksaku
<id> merembes,<sambas> melarrah
<sambas> melarrah,<id> merembes
<id> kesemutan,<sambas> panat
<sambas> panat,<id> kesemutan
<id> kesemutan,<sambas> kesamutan
<sambas> kesamutan,<id> kesemutan
<id> sebentar lagi mau pulang ke jawa,<sambas> bantar agek nak balik ke jawe
<sambas> bantar agek nak balik ke jawe,<id> sebentar lagi mau pulang ke jawa
<id> menjulurkan lidah,<sambas> tijaller
<sambas> tijaller,<id> menjulurkan lidah
<id> menjulurkan lidah,<sambas> nyulorkan lidah
<sambas> nyulorkan lidah,<id> menjulurkan lidah
<id> lemah,<sambas> lammek
<sambas> lammek,<id> lemah
<id> benang,<sambas> bannang
<sambas> bannang,<id> benang
<id> menghantam,<sambas> ngantam
<sambas> ngantam,<id> menghantam
<id> sanggul,<sambas> sanggol
<sambas> sanggol,<id> sanggul
<id> kupas,<sambas> gussak
<sambas> gussak,<id> kupas
<id> selalu,<sambas> tolen
<sambas> tolen,<id> selalu
<id> selalu aku,<sambas> aku tolen
<sambas> aku tolen,<id> selalu aku
<id> berkelahi,<sambas> kelai
<sambas> kelai,<id> berkelahi
<id> usaha sambilan,<sambas> usah sambelan
<sambas> usah sambelan,<id> usaha sambilan
<id> makelar,<sambas> cangkaw
<sambas> cangkaw,<id> makelar
<id> sekarang kamu,<sambas> kinitok kau
<sambas> kinitok kau,<id> sekarang kamu
<id> tadi malam,<sambas> semalam
<sambas> semalam,<id> tadi malam
<id> tadi malam,<sambas> tadek malam
<sambas> tadek malam,<id> tadi malam
<id> jangan bohong ya za,<sambas> usah nak bulak za i
<sambas> usah nak bulak za i,<id> jangan bohong ya za
<id> mengompol,<sambas> tibubok
<sambas> tibubok,<id> mengompol
<id> mengais,<sambas> kais
<sambas> kais,<id> mengais
<id> terbesar,<sambas> paling basar
<sambas> paling basar,<id> terbesar
<id> segera bangun,<sambas> geliat
<sambas> geliat,<id> segera bangun
<id> banyak jumlahnya,<sambas> belonggo'
<sambas> belonggo',<id> banyak jumlahnya
<id> banyak jumlahnya,<sambas> banyak jumlahnye
<sambas> banyak jumlahnye,<id> banyak jumlahnya
<id> duduk ngangkang,<sambas> tikengkang
<sambas> tikengkang,<id> duduk ngangkang
<id> teriak teriak tak karuan,<sambas> keraok kepakau
<sambas> keraok kepakau,<id> teriak teriak tak karuan
<id> bujur,<sambas> bujor
<sambas> bujor,<id> bujur
<id> kidal,<sambas> kebak
<sambas> kebak,<id> kidal
<id> mengolah,<sambas> ngolah
<sambas> ngolah,<id> mengolah
<id> payau,<sambas> masse'
<sambas> masse',<id> payau
<id> payau,<sambas> massek
<sambas> massek,<id> payau
<id> mikirkan,<sambas> mikerkan
<sambas> mikerkan,<id> mikirkan
<id> dower,<sambas> labik
<sambas> labik,<id> dower
<id> makan di sana,<sambas> makan di sinun
<sambas> makan di sinun,<id> makan di sana
<id> memanjakan,<sambas> ngampoi
<sambas> ngampoi,<id> memanjakan
<id> menipis,<sambas> nippis
<sambas> nippis,<id> menipis
<id> membuat,<sambas> molah
<sambas> molah,<id> membuat
<id> hingar bingar,<sambas> kalut
<sambas> kalut,<id> hingar bingar
<id> melihat,<sambas> mantau
<sambas> mantau,<id> melihat
<id> hidup,<sambas> idup
<sambas> idup,<id> hidup
<id> benih,<sambas> banneh
<sambas> banneh,<id> benih
<id> tahi lalat,<sambas> tae' lalat
<sambas> tae' lalat,<id> tahi lalat
<id> tahi lalat,<sambas> taek lalat
<sambas> taek lalat,<id> tahi lalat
<id> tahi lalat,<sambas> padok
<sambas> padok,<id> tahi lalat
<id> bendo,<sambas> cakkah
<sambas> cakkah,<id> bendo
<id> di mana,<sambas> di mane
<sambas> di mane,<id> di mana
<id> menyapu,<sambas> nyapu
<sambas> nyapu,<id> menyapu
<id> mengambil,<sambas> ngambek
<sambas> ngambek,<id> mengambil
<id> tidak berbiji,<sambas> kumping
<sambas> kumping,<id> tidak berbiji
<id> sangat cepat sekali,<sambas> bedassut
<sambas> bedassut,<id> sangat cepat sekali
<id> membunuh,<sambas> mbunnoh
<sambas> mbunnoh,<id> membunuh
<id> membunuh,<sambas> munnoh
<sambas> munnoh,<id> membunuh
<id> ereksi,<sambas> canggar
<sambas> canggar,<id> ereksi
<id> bodoh,<sambas> nodo
<sambas> nodo,<id> bodoh
<id> mengikut,<sambas> ngikut
<sambas> ngikut,<id> mengikut
<id> gusi,<sambas> gusik
<sambas> gusik,<id> gusi
<id> gusi,<sambas> gusi'
<sambas> gusi',<id> gusi
<id> lada,<sambas> lade
<sambas> lade,<id> lada
<id> tidak tahu,<sambas> dak tau
<sambas> dak tau,<id> tidak tahu
<id> mengintai,<sambas> ngintai
<sambas> ngintai,<id> mengintai
<id> pegang,<sambas> piggang
<sambas> piggang,<id> pegang
<id> diperiksa,<sambas> kanak perikse
<sambas> kanak perikse,<id> diperiksa
<id> diperiksa,<sambas> diperikse
<sambas> diperikse,<id> diperiksa
<id> gemuruh,<sambas> gurroh
<sambas> gurroh,<id> gemuruh
<id> gemuruh,<sambas> gemuroh
<sambas> gemuroh,<id> gemuruh
<id> termenung,<sambas> temanong
<sambas> temanong,<id> termenung
<id> selama,<sambas> selamak
<sambas> selamak,<id> selama
<id> membelah,<sambas> ballah
<sambas> ballah,<id> membelah
<id> tak berdaya,<sambas> daan bedaye
<sambas> daan bedaye,<id> tak berdaya
<id> berenang,<sambas> bekappak
<sambas> bekappak,<id> berenang
<id> mikirin,<sambas> mikerkan
<sambas> mikerkan,<id> mikirin
<id> jengkol,<sambas> jarring
<sambas> jarring,<id> jengkol
<id> membidik,<sambas> ninting
<sambas> ninting,<id> membidik
<id> aduh,<sambas> addoi
<sambas> addoi,<id> aduh
<id> sesaat,<sambas> bantar
<sambas> bantar,<id> sesaat
<id> asma,<sambas> sussut
<sambas> sussut,<id> asma
<id> sakit perut,<sambas> sakit parrut
<sambas> sakit parrut,<id> sakit perut
<id> ling-lung,<sambas> lingau
<sambas> lingau,<id> ling-lung
<id> kerak nasi,<sambas> karak nasek
<sambas> karak nasek,<id> kerak nasi
<id> menampilkan,<sambas> nampelkan
<sambas> nampelkan,<id> menampilkan
<id> mengkilat,<sambas> laccoh
<sambas> laccoh,<id> mengkilat
<id> tiarap,<sambas> ninggkap
<sambas> ninggkap,<id> tiarap
<id> orang gila,<sambas> urang gile
<sambas> urang gile,<id> orang gila
<id> memperhatikan,<sambas> irraw
<sambas> irraw,<id> memperhatikan
<id> memperhatikan,<sambas> meratkan
<sambas> meratkan,<id> memperhatikan
<id> demam,<sambas> dammam
<sambas> dammam,<id> demam
<id> mencoba,<sambas> narrai
<sambas> narrai,<id> mencoba
<id> mencoba,<sambas> nyobe
<sambas> nyobe,<id> mencoba
<id> sagal,<sambas> iba
<sambas> iba,<id> sagal
<id> melakukan hal yang sama,<sambas> ngerajekan hal yang same
<sambas> ngerajekan hal yang same,<id> melakukan hal yang sama
<id> garis jalan,<sambas> alor jalan
<sambas> alor jalan,<id> garis jalan
<id> mencintai,<sambas> cinte
<sambas> cinte,<id> mencintai
<id> mencintaimu,<sambas> cinte kau
<sambas> cinte kau,<id> mencintaimu
<id> tidak karuan,<sambas> nda' tantu
<sambas> nda' tantu,<id> tidak karuan
<id> tidak karuan,<sambas> ndak tantu
<sambas> ndak tantu,<id> tidak karuan
<id> berhenti-henti,<sambas> beranti-ranti
<sambas> beranti-ranti,<id> berhenti-henti
<id> astaga,<sambas> yakbayak
<sambas> yakbayak,<id> astaga
<id> subuh,<sambas> suboh
<sambas> suboh,<id> subuh
<id> ngopi,<sambas> ngenam
<sambas> ngenam,<id> ngopi
<id> longgar,<sambas> ngelewer
<sambas> ngelewer,<id> longgar
<id> duga,<sambas> dugge
<sambas> dugge,<id> duga
<id> hibah,<sambas> hibbah
<sambas> hibbah,<id> hibah
<id> kenalan,<sambas> kanalan
<sambas> kanalan,<id> kenalan
<id> bagian tengah perahu,<sambas> daggong
<sambas> daggong,<id> bagian tengah perahu
<id> lama lama,<sambas> lamak lamak
<sambas> lamak lamak,<id> lama lama
<id> tidak bisa melihat,<sambas> daan bise meliat
<sambas> daan bise meliat,<id> tidak bisa melihat
<id> rindu,<sambas> salo'k
<sambas> salo'k,<id> rindu
<id> rindu,<sambas> salok
<sambas> salok,<id> rindu
<id> rindu,<sambas> salo'
<sambas> salo',<id> rindu
<id> fitnah,<sambas> fitnah
<sambas> fitnah,<id> fitnah
<id> sisa,<sambas> sissa'
<sambas> sissa',<id> sisa
<id> sisa,<sambas> sissak
<sambas> sissak,<id> sisa
<id> kandang binatang,<sambas> kurongan
<sambas> kurongan,<id> kandang binatang
<id> hina,<sambas> inne
<sambas> inne,<id> hina
<id> hina,<sambas> hine
<sambas> hine,<id> hina
<id> kalau,<sambas> mun
<sambas> mun,<id> kalau
<id> kalau,<sambas> pun
<sambas> pun,<id> kalau
<id> toilet,<sambas> wc
<sambas> wc,<id> toilet
<id> kerumunan,<sambas> kerumonan
<sambas> kerumonan,<id> kerumunan
<id> beristrikan,<sambas> bebinni
<sambas> bebinni,<id> beristrikan
<id> kuini,<sambas> koini
<sambas> koini,<id> kuini
<id> memanggil,<sambas> nyarro'
<sambas> nyarro',<id> memanggil
<id> merasa,<sambas> merase
<sambas> merase,<id> merasa
<id> goyang,<sambas> guncang
<sambas> guncang,<id> goyang
<id> gak suka,<sambas> daan suke
<sambas> daan suke,<id> gak suka
<id> gak suka,<sambas> an suke
<sambas> an suke,<id> gak suka
<id> gak suka,<sambas> dak suke
<sambas> dak suke,<id> gak suka
<id> robek,<sambas> royah
<sambas> royah,<id> robek
<id> mengapa begitu,<sambas> tang gayye
<sambas> tang gayye,<id> mengapa begitu
<id> mengapa begitu,<sambas> ngape tang gayye
<sambas> ngape tang gayye,<id> mengapa begitu
<id> mencabik,<sambas> nyirrah
<sambas> nyirrah,<id> mencabik
<id> merupakan,<sambas> merupekan
<sambas> merupekan,<id> merupakan
<id> bikin,<sambas> buat
<sambas> buat,<id> bikin
<id> memberi sesajian,<sambas> nyemah
<sambas> nyemah,<id> memberi sesajian
<id> emping,<sambas> amping
<sambas> amping,<id> emping
<id> tega,<sambas> saggal
<sambas> saggal,<id> tega
<id> emping padi muda,<sambas> cance
<sambas> cance,<id> emping padi muda
<id> hari-hari mangga,<sambas> musem mangga
<sambas> musem mangga,<id> hari-hari mangga
<id> air,<sambas> ae'
<sambas> ae',<id> air
<id> ngiler,<sambas> maccor
<sambas> maccor,<id> ngiler
<id> ngiler,<sambas> carrat
<sambas> carrat,<id> ngiler
<id> pelan pelan,<sambas> alon-alon
<sambas> alon-alon,<id> pelan pelan
<id> pelan pelan,<sambas> palan-palan
<sambas> palan-palan,<id> pelan pelan
<id> menguap,<sambas> nguap
<sambas> nguap,<id> menguap
<id> tampar,<sambas> pelasah
<sambas> pelasah,<id> tampar
<id> cie,<sambas> jey
<sambas> jey,<id> cie
<id> semoga,<sambas> mudah-mudahan
<sambas> mudah-mudahan,<id> semoga
<id> perhatikan,<sambas> peratikan
<sambas> peratikan,<id> perhatikan
<id> lesung pipit,<sambas> sojen
<sambas> sojen,<id> lesung pipit
<id> berdengkur,<sambas> nyangor
<sambas> nyangor,<id> berdengkur
<id> budak budak,<sambas> biak-biak
<sambas> biak-biak,<id> budak budak
<id> bohong,<sambas> mbulla'
<sambas> mbulla',<id> bohong
<id> bohong,<sambas> mbullak
<sambas> mbullak,<id> bohong
<id> saling pukul-pukulan,<sambas> betumbok
<sambas> betumbok,<id> saling pukul-pukulan
<id> menggelembung,<sambas> ngelambong
<sambas> ngelambong,<id> menggelembung
<id> orang yang bicaranya ceplas-ceplos,<sambas> urang yang ngomongnye asal keluar
<sambas> urang yang ngomongnye asal keluar,<id> orang yang bicaranya ceplas-ceplos
"<id> Berjanjilah padaku bahwa kamu tidak akan melupakanku karena jika aku berpikir kamu akan melakukannya, aku tak akan pernah pergi","<sambas> bejanjilah ku aku bahwe kau ndak bakalan melupakan aku karne apebile aku bepiker kau nak melakukannye, aku ndak akan lari”"
